time_utc,global_in_plane_irradiance_w_m2
20200415:1230,9.05
20200415:1330,186.8
20200415:1430,411.85
20200415:1530,586.95
20200415:1630,803.11
20200415:1730,881.61
20200415:1830,980.51
20200415:1930,962.41
20200415:2030,806.61
20200415:2130,702.01
20200415:2230,527.15
20200415:2330,366.75
20200416:0030,174.6
20200416:0130,9.8
20200416:0230,0.0
20200416:0330,0.0
20200416:0430,0.0
20200416:0530,0.0
20200416:0630,0.0
20200416:0730,0.0
20200416:0830,0.0
20200416:0930,0.0
20200416:1030,0.0
20200416:1130,0.0
20200416:1230,9.95
20200416:1330,101.4
20200416:1430,246.9
20200416:1530,328.5
20200416:1630,281.45
20200416:1730,631.55
20200416:1830,521.8
20200416:1930,310.15
20200416:2030,403.35
20200416:2130,425.9
20200416:2230,409.9
20200416:2330,196.6
20200417:0030,89.75
20200417:0130,10.0
20200417:0230,0.0
20200417:0330,0.0
20200417:0430,0.0
20200417:0530,0.0
20200417:0630,0.0
20200417:0730,0.0
20200417:0830,0.0
20200417:0930,0.0
20200417:1030,0.0
20200417:1130,0.0
20200417:1230,10.95
20200417:1330,188.65
20200417:1430,419.35
20200417:1530,644.1
20200417:1630,827.06
20200417:1730,956.11
20200417:1830,1023.56
20200417:1930,1022.91
20200417:2030,954.86
20200417:2130,824.61
20200417:2230,643.25
20200417:2330,424.25
20200418:0030,189.8
20200418:0130,10.8
20200418:0230,0.0
20200418:0330,0.0
20200418:0430,0.0
20200418:0530,0.0
20200418:0630,0.0
20200418:0730,0.0
20200418:0830,0.0
20200418:0930,0.0
20200418:1030,0.0
20200418:1130,0.0
20200418:1230,11.2
20200418:1330,198.7
20200418:1430,414.45
20200418:1530,591.5
20200418:1630,716.5
20200418:1730,730.8
20200418:1830,835.06
20200418:1930,695.2
20200418:2030,667.6
20200418:2130,499.1
20200418:2230,456.7
20200418:2330,262.15
20200419:0030,120.1
20200419:0130,15.35
20200419:0230,0.0
20200419:0330,0.0
20200419:0430,0.0
20200419:0530,0.0
20200419:0630,0.0
20200419:0730,0.0
20200419:0830,0.0
20200419:0930,0.0
20200419:1030,0.0
20200419:1130,0.0
20200419:1230,14.0
20200419:1330,185.4
20200419:1430,392.8
20200419:1530,617.55
20200419:1630,796.26
20200419:1730,918.56
20200419:1830,981.71
20200419:1930,948.96
20200419:2030,850.56
20200419:2130,698.8
20200419:2230,496.4
20200419:2330,321.25
20200420:0030,156.15
20200420:0130,15.05
20200420:0230,0.0
20200420:0330,0.0
20200420:0430,0.0
20200420:0530,0.0
20200420:0630,0.0
20200420:0730,0.0
20200420:0830,0.0
20200420:0930,0.0
20200420:1030,0.0
20200420:1130,0.0
20200420:1230,14.25
20200420:1330,185.85
20200420:1430,416.05
20200420:1530,619.95
20200420:1630,794.81
20200420:1730,908.56
20200420:1830,922.41
20200420:1930,885.46
20200420:2030,861.46
20200420:2130,774.51
20200420:2230,602.15
20200420:2330,403.6
20200421:0030,186.9
20200421:0130,11.0
20200421:0230,0.0
20200421:0330,0.0
20200421:0430,0.0
20200421:0530,0.0
20200421:0630,0.0
20200421:0730,0.0
20200421:0830,0.0
20200421:0930,0.0
20200421:1030,0.0
20200421:1130,0.0
20200421:1230,13.65
20200421:1330,192.55
20200421:1430,406.45
20200421:1530,619.35
20200421:1630,781.46
20200421:1730,896.81
20200421:1830,936.96
20200421:1930,930.91
20200421:2030,729.41
20200421:2130,598.4
20200421:2230,481.8
20200421:2330,275.65
20200422:0030,98.5
20200422:0130,14.55
20200422:0230,0.0
20200422:0330,0.0
20200422:0430,0.0
20200422:0530,0.0
20200422:0630,0.0
20200422:0730,0.0
20200422:0830,0.0
20200422:0930,0.0
20200422:1030,0.0
20200422:1130,0.0
20200422:1230,13.5
20200422:1330,210.5
20200422:1430,426.5
20200422:1530,629.6
20200422:1630,768.56
20200422:1730,832.86
20200422:1830,900.76
20200422:1930,859.61
20200422:2030,749.56
20200422:2130,605.15
20200422:2230,544.2
20200422:2330,391.05
20200423:0030,192.95
20200423:0130,12.15
20200423:0230,0.0
20200423:0330,0.0
20200423:0430,0.0
20200423:0530,0.0
20200423:0630,0.0
20200423:0730,0.0
20200423:0830,0.0
20200423:0930,0.0
20200423:1030,0.0
20200423:1130,0.0
20200423:1230,29.92
20200423:1330,210.95
20200423:1430,419.35
20200423:1530,580.65
20200423:1630,753.36
20200423:1730,907.41
20200423:1830,906.86
20200423:1930,851.61
20200423:2030,703.56
20200423:2130,689.95
20200423:2230,487.2
20200423:2330,284.75
20200424:0030,152.75
20200424:0130,17.3
20200424:0230,0.0
20200424:0330,0.0
20200424:0430,0.0
20200424:0530,0.0
20200424:0630,0.0
20200424:0730,0.0
20200424:0830,0.0
20200424:0930,0.0
20200424:1030,0.0
20200424:1130,0.0
20200424:1230,26.73
20200424:1330,150.8
20200424:1430,309.55
20200424:1530,487.05
20200424:1630,734.21
20200424:1730,845.81
20200424:1830,912.71
20200424:1930,914.96
20200424:2030,765.51
20200424:2130,668.1
20200424:2230,496.8
20200424:2330,279.0
20200425:0030,149.6
20200425:0130,9.0
20200425:0230,0.0
20200425:0330,0.0
20200425:0430,0.0
20200425:0530,0.0
20200425:0630,0.0
20200425:0730,0.0
20200425:0830,0.0
20200425:0930,0.0
20200425:1030,0.0
20200425:1130,0.0
20200425:1230,29.13
20200425:1330,197.9
20200425:1430,422.65
20200425:1530,624.1
20200425:1630,761.66
20200425:1730,864.21
20200425:1830,925.86
20200425:1930,775.36
20200425:2030,790.61
20200425:2130,679.85
20200425:2230,537.25
20200425:2330,344.55
20200426:0030,202.25
20200426:0130,15.7
20200426:0230,0.0
20200426:0330,0.0
20200426:0430,0.0
20200426:0530,0.0
20200426:0630,0.0
20200426:0730,0.0
20200426:0830,0.0
20200426:0930,0.0
20200426:1030,0.0
20200426:1130,0.0
20200426:1230,33.7
20200426:1330,212.15
20200426:1430,413.65
20200426:1530,603.4
20200426:1630,708.0
20200426:1730,814.01
20200426:1830,853.11
20200426:1930,764.61
20200426:2030,636.35
20200426:2130,362.1
20200426:2230,273.1
20200426:2330,259.8
20200427:0030,154.55
20200427:0130,17.4
20200427:0230,0.0
20200427:0330,0.0
20200427:0430,0.0
20200427:0530,0.0
20200427:0630,0.0
20200427:0730,0.0
20200427:0830,0.0
20200427:0930,0.0
20200427:1030,0.0
20200427:1130,0.0
20200427:1230,39.5
20200427:1330,229.85
20200427:1430,445.4
20200427:1530,646.85
20200427:1630,813.51
20200427:1730,930.61
20200427:1830,988.51
20200427:1930,935.51
20200427:2030,905.41
20200427:2130,721.45
20200427:2230,601.25
20200427:2330,416.95
20200428:0030,205.9
20200428:0130,16.05
20200428:0230,0.0
20200428:0330,0.0
20200428:0430,0.0
20200428:0530,0.0
20200428:0630,0.0
20200428:0730,0.0
20200428:0830,0.0
20200428:0930,0.0
20200428:1030,0.0
20200428:1130,0.0
20200428:1230,39.86
20200428:1330,218.65
20200428:1430,437.1
20200428:1530,642.9
20200428:1630,811.51
20200428:1730,928.01
20200428:1830,976.71
20200428:1930,951.46
20200428:2030,919.51
20200428:2130,773.86
20200428:2230,609.95
20200428:2330,417.75
20200429:0030,206.0
20200429:0130,31.79
20200429:0230,0.0
20200429:0330,0.0
20200429:0430,0.0
20200429:0530,0.0
20200429:0630,0.0
20200429:0730,0.0
20200429:0830,0.0
20200429:0930,0.0
20200429:1030,0.0
20200429:1130,0.0
20200429:1230,43.55
20200429:1330,235.0
20200429:1430,449.3
20200429:1530,649.2
20200429:1630,814.26
20200429:1730,930.66
20200429:1830,990.26
20200429:1930,986.56
20200429:2030,920.36
20200429:2130,797.36
20200429:2230,625.6
20200429:2330,424.7
20200430:0030,215.1
20200430:0130,34.83
20200430:0230,0.0
20200430:0330,0.0
20200430:0430,0.0
20200430:0530,0.0
20200430:0630,0.0
20200430:0730,0.0
20200430:0830,0.0
20200430:0930,0.0
20200430:1030,0.0
20200430:1130,0.0
20200430:1230,39.27
20200430:1330,210.9
20200430:1430,394.85
20200430:1530,578.9
20200430:1630,739.7
20200430:1730,825.11
20200430:1830,836.11
20200430:1930,710.4
20200430:2030,688.15
20200430:2130,502.9
20200430:2230,439.45
20200430:2330,368.25
20200501:0030,198.5
20200501:0130,33.5
20200501:0230,0.0
20200501:0330,0.0
20200501:0430,0.0
20200501:0530,0.0
20200501:0630,0.0
20200501:0730,0.0
20200501:0830,0.0
20200501:0930,0.0
20200501:1030,0.0
20200501:1130,0.0
20200501:1230,47.09
20200501:1330,237.45
20200501:1430,448.7
20200501:1530,646.6
20200501:1630,809.86
20200501:1730,920.86
20200501:1830,933.86
20200501:1930,838.66
20200501:2030,728.7
20200501:2130,682.0
20200501:2230,556.5
20200501:2330,345.65
20200502:0030,179.5
20200502:0130,35.3
20200502:0230,0.0
20200502:0330,0.0
20200502:0430,0.0
20200502:0530,0.0
20200502:0630,0.0
20200502:0730,0.0
20200502:0830,0.0
20200502:0930,0.0
20200502:1030,0.0
20200502:1130,0.0
20200502:1230,30.3
20200502:1330,121.45
20200502:1430,270.9
20200502:1530,440.3
20200502:1630,556.2
20200502:1730,655.65
20200502:1830,534.05
20200502:1930,757.3
20200502:2030,691.25
20200502:2130,553.85
20200502:2230,332.4
20200502:2330,209.3
20200503:0030,118.75
20200503:0130,30.18
20200503:0230,0.0
20200503:0330,0.0
20200503:0430,0.0
20200503:0530,0.0
20200503:0630,0.0
20200503:0730,0.0
20200503:0830,0.0
20200503:0930,0.0
20200503:1030,0.0
20200503:1130,0.0
20200503:1230,46.51
20200503:1330,229.2
20200503:1430,451.45
20200503:1530,653.75
20200503:1630,815.01
20200503:1730,857.71
20200503:1830,929.86
20200503:1930,898.81
20200503:2030,710.35
20200503:2130,675.95
20200503:2230,510.75
20200503:2330,361.45
20200504:0030,185.6
20200504:0130,38.01
20200504:0230,0.0
20200504:0330,0.0
20200504:0430,0.0
20200504:0530,0.0
20200504:0630,0.0
20200504:0730,0.0
20200504:0830,0.0
20200504:0930,0.0
20200504:1030,0.0
20200504:1130,0.0
20200504:1230,22.3
20200504:1330,117.55
20200504:1430,304.1
20200504:1530,477.65
20200504:1630,561.5
20200504:1730,546.85
20200504:1830,670.45
20200504:1930,582.9
20200504:2030,737.0
20200504:2130,709.05
20200504:2230,573.95
20200504:2330,401.7
20200505:0030,220.75
20200505:0130,42.98
20200505:0230,0.0
20200505:0330,0.0
20200505:0430,0.0
20200505:0530,0.0
20200505:0630,0.0
20200505:0730,0.0
20200505:0830,0.0
20200505:0930,0.0
20200505:1030,0.0
20200505:1130,0.0
20200505:1230,58.06
20200505:1330,258.85
20200505:1430,473.05
20200505:1530,669.95
20200505:1630,824.65
20200505:1730,831.26
20200505:1830,957.41
20200505:1930,917.81
20200505:2030,878.61
20200505:2130,667.25
20200505:2230,599.2
20200505:2330,414.05
20200506:0030,185.1
20200506:0130,40.79
20200506:0230,0.0
20200506:0330,0.0
20200506:0430,0.0
20200506:0530,0.0
20200506:0630,0.0
20200506:0730,0.0
20200506:0830,0.0
20200506:0930,0.0
20200506:1030,0.0
20200506:1130,0.0
20200506:1230,58.7
20200506:1330,256.2
20200506:1430,467.95
20200506:1530,665.85
20200506:1630,829.6
20200506:1730,944.41
20200506:1830,1004.06
20200506:1930,916.96
20200506:2030,814.5
20200506:2130,678.95
20200506:2230,422.2
20200506:2330,345.5
20200507:0030,178.8
20200507:0130,35.84
20200507:0230,0.0
20200507:0330,0.0
20200507:0430,0.0
20200507:0530,0.0
20200507:0630,0.0
20200507:0730,0.0
20200507:0830,0.0
20200507:0930,0.0
20200507:1030,0.0
20200507:1130,0.0
20200507:1230,61.38
20200507:1330,261.9
20200507:1430,476.7
20200507:1530,675.2
20200507:1630,838.15
20200507:1730,881.91
20200507:1830,996.46
20200507:1930,1008.81
20200507:2030,936.91
20200507:2130,826.4
20200507:2230,660.8
20200507:2330,451.4
20200508:0030,238.75
20200508:0130,49.23
20200508:0230,0.0
20200508:0330,0.0
20200508:0430,0.0
20200508:0530,0.0
20200508:0630,0.0
20200508:0730,0.0
20200508:0830,0.0
20200508:0930,0.0
20200508:1030,0.0
20200508:1130,0.0
20200508:1230,43.3
20200508:1330,160.25
20200508:1430,311.45
20200508:1530,560.3
20200508:1630,752.2
20200508:1730,854.36
20200508:1830,878.61
20200508:1930,948.71
20200508:2030,900.21
20200508:2130,774.75
20200508:2230,597.15
20200508:2330,401.2
20200509:0030,211.7
20200509:0130,41.17
20200509:0230,0.0
20200509:0330,0.0
20200509:0430,0.0
20200509:0530,0.0
20200509:0630,0.0
20200509:0730,0.0
20200509:0830,0.0
20200509:0930,0.0
20200509:1030,0.0
20200509:1130,0.0
20200509:1230,74.6
20200509:1330,267.1
20200509:1430,480.15
20200509:1530,597.2
20200509:1630,747.9
20200509:1730,816.85
20200509:1830,878.31
20200509:1930,933.71
20200509:2030,863.86
20200509:2130,751.25
20200509:2230,559.15
20200509:2330,377.25
20200510:0030,222.5
20200510:0130,48.73
20200510:0230,0.0
20200510:0330,0.0
20200510:0430,0.0
20200510:0530,0.0
20200510:0630,0.0
20200510:0730,0.0
20200510:0830,0.0
20200510:0930,0.0
20200510:1030,0.0
20200510:1130,0.0
20200510:1230,77.1
20200510:1330,268.95
20200510:1430,481.35
20200510:1530,678.8
20200510:1630,796.15
20200510:1730,895.81
20200510:1830,896.26
20200510:1930,928.11
20200510:2030,859.06
20200510:2130,725.5
20200510:2230,559.35
20200510:2330,335.85
20200511:0030,200.75
20200511:0130,48.07
20200511:0230,0.0
20200511:0330,0.0
20200511:0430,0.0
20200511:0530,0.0
20200511:0630,0.0
20200511:0730,0.0
20200511:0830,0.0
20200511:0930,0.0
20200511:1030,0.0
20200511:1130,0.0
20200511:1230,62.25
20200511:1330,145.15
20200511:1430,168.5
20200511:1530,247.5
20200511:1630,340.65
20200511:1730,378.8
20200511:1830,413.25
20200511:1930,280.2
20200511:2030,290.95
20200511:2130,277.8
20200511:2230,268.9
20200511:2330,200.15
20200512:0030,148.1
20200512:0130,32.14
20200512:0230,0.0
20200512:0330,0.0
20200512:0430,0.0
20200512:0530,0.0
20200512:0630,0.0
20200512:0730,0.0
20200512:0830,0.0
20200512:0930,0.0
20200512:1030,0.0
20200512:1130,0.0
20200512:1230,65.1
20200512:1330,208.6
20200512:1430,400.9
20200512:1530,615.6
20200512:1630,831.15
20200512:1730,944.01
20200512:1830,970.56
20200512:1930,905.11
20200512:2030,861.36
20200512:2130,726.5
20200512:2230,535.85
20200512:2330,411.8
20200513:0030,196.6
20200513:0130,49.82
20200513:0230,0.0
20200513:0330,0.0
20200513:0430,0.0
20200513:0530,0.0
20200513:0630,0.0
20200513:0730,0.0
20200513:0830,0.0
20200513:0930,0.0
20200513:1030,0.0
20200513:1130,0.0
20200513:1230,81.9
20200513:1330,272.5
20200513:1430,449.75
20200513:1530,659.4
20200513:1630,821.15
20200513:1730,945.81
20200513:1830,932.16
20200513:1930,835.5
20200513:2030,825.25
20200513:2130,723.5
20200513:2230,432.6
20200513:2330,325.7
20200514:0030,197.45
20200514:0130,61.1
20200514:0230,0.0
20200514:0330,0.0
20200514:0430,0.0
20200514:0530,0.0
20200514:0630,0.0
20200514:0730,0.0
20200514:0830,0.0
20200514:0930,0.0
20200514:1030,0.0
20200514:1130,0.0
20200514:1230,63.4
20200514:1330,201.85
20200514:1430,426.2
20200514:1530,648.8
20200514:1630,761.1
20200514:1730,857.3
20200514:1830,909.31
20200514:1930,789.4
20200514:2030,689.3
20200514:2130,644.9
20200514:2230,479.75
20200514:2330,353.3
20200515:0030,196.5
20200515:0130,56.7
20200515:0230,0.0
20200515:0330,0.0
20200515:0430,0.0
20200515:0530,0.0
20200515:0630,0.0
20200515:0730,0.0
20200515:0830,0.0
20200515:0930,0.0
20200515:1030,0.0
20200515:1130,0.0
20200515:1230,66.25
20200515:1330,218.55
20200515:1430,385.6
20200515:1530,553.4
20200515:1630,702.2
20200515:1730,881.96
20200515:1830,836.4
20200515:1930,697.35
20200515:2030,654.0
20200515:2130,431.25
20200515:2230,265.15
20200515:2330,164.95
20200516:0030,170.0
20200516:0130,43.55
20200516:0230,0.0
20200516:0330,0.0
20200516:0430,0.0
20200516:0530,0.0
20200516:0630,0.0
20200516:0730,0.0
20200516:0830,0.0
20200516:0930,0.0
20200516:1030,0.0
20200516:1130,0.0
20200516:1230,81.7
20200516:1330,243.25
20200516:1430,366.6
20200516:1530,545.05
20200516:1630,683.3
20200516:1730,807.9
20200516:1830,803.45
20200516:1930,814.0
20200516:2030,815.0
20200516:2130,693.15
20200516:2230,560.25
20200516:2330,386.55
20200517:0030,244.4
20200517:0130,66.0
20200517:0230,0.0
20200517:0330,0.0
20200517:0430,0.0
20200517:0530,0.0
20200517:0630,0.0
20200517:0730,0.0
20200517:0830,0.0
20200517:0930,0.0
20200517:1030,0.0
20200517:1130,0.0
20200517:1230,87.5
20200517:1330,274.25
20200517:1430,481.55
20200517:1530,673.7
20200517:1630,832.4
20200517:1730,895.16
20200517:1830,959.41
20200517:1930,885.21
20200517:2030,864.25
20200517:2130,696.65
20200517:2230,464.05
20200517:2330,367.1
20200518:0030,228.55
20200518:0130,65.4
20200518:0230,0.0
20200518:0330,0.0
20200518:0430,0.0
20200518:0530,0.0
20200518:0630,0.0
20200518:0730,0.0
20200518:0830,0.0
20200518:0930,0.0
20200518:1030,0.0
20200518:1130,0.0
20200518:1230,80.0
20200518:1330,264.95
20200518:1430,478.7
20200518:1530,670.1
20200518:1630,842.25
20200518:1730,958.36
20200518:1830,1015.31
20200518:1930,995.86
20200518:2030,938.41
20200518:2130,820.15
20200518:2230,648.95
20200518:2330,443.7
20200519:0030,226.55
20200519:0130,71.0
20200519:0230,0.0
20200519:0330,0.0
20200519:0430,0.0
20200519:0530,0.0
20200519:0630,0.0
20200519:0730,0.0
20200519:0830,0.0
20200519:0930,0.0
20200519:1030,0.0
20200519:1130,0.0
20200519:1230,95.35
20200519:1330,287.95
20200519:1430,496.2
20200519:1530,691.6
20200519:1630,849.9
20200519:1730,953.31
20200519:1830,977.81
20200519:1930,835.25
20200519:2030,753.7
20200519:2130,660.3
20200519:2230,543.4
20200519:2330,409.55
20200520:0030,164.9
20200520:0130,58.35
20200520:0230,0.0
20200520:0330,0.0
20200520:0430,0.0
20200520:0530,0.0
20200520:0630,0.0
20200520:0730,0.0
20200520:0830,0.0
20200520:0930,0.0
20200520:1030,0.0
20200520:1130,0.0
20200520:1230,94.45
20200520:1330,286.5
20200520:1430,496.35
20200520:1530,688.05
20200520:1630,831.7
20200520:1730,908.35
20200520:1830,1019.96
20200520:1930,1022.56
20200520:2030,958.31
20200520:2130,782.85
20200520:2230,657.2
20200520:2330,472.25
20200521:0030,269.8
20200521:0130,81.15
20200521:0230,0.0
20200521:0330,0.0
20200521:0430,0.0
20200521:0530,0.0
20200521:0630,0.0
20200521:0730,0.0
20200521:0830,0.0
20200521:0930,0.0
20200521:1030,0.0
20200521:1130,0.0
20200521:1230,99.6
20200521:1330,296.85
20200521:1430,508.9
20200521:1530,704.95
20200521:1630,865.95
20200521:1730,978.86
20200521:1830,1032.91
20200521:1930,979.41
20200521:2030,822.3
20200521:2130,643.9
20200521:2230,503.0
20200521:2330,311.3
20200522:0030,166.65
20200522:0130,68.25
20200522:0230,0.0
20200522:0330,0.0
20200522:0430,0.0
20200522:0530,0.0
20200522:0630,0.0
20200522:0730,0.0
20200522:0830,0.0
20200522:0930,0.0
20200522:1030,0.0
20200522:1130,0.0
20200522:1230,100.65
20200522:1330,295.2
20200522:1430,506.85
20200522:1530,702.15
20200522:1630,863.4
20200522:1730,944.26
20200522:1830,987.26
20200522:1930,952.66
20200522:2030,835.55
20200522:2130,740.1
20200522:2230,611.35
20200522:2330,424.4
20200523:0030,229.7
20200523:0130,73.25
20200523:0230,0.0
20200523:0330,0.0
20200523:0430,0.0
20200523:0530,0.0
20200523:0630,0.0
20200523:0730,0.0
20200523:0830,0.0
20200523:0930,0.0
20200523:1030,0.0
20200523:1130,0.0
20200523:1230,84.85
20200523:1330,258.9
20200523:1430,472.75
20200523:1530,682.45
20200523:1630,802.4
20200523:1730,947.96
20200523:1830,913.25
20200523:1930,870.2
20200523:2030,734.25
20200523:2130,519.8
20200523:2230,326.6
20200523:2330,269.4
20200524:0030,141.15
20200524:0130,38.55
20200524:0230,0.0
20200524:0330,0.0
20200524:0430,0.0
20200524:0530,0.0
20200524:0630,0.0
20200524:0730,0.0
20200524:0830,0.0
20200524:0930,0.0
20200524:1030,0.0
20200524:1130,0.0
20200524:1230,74.0
20200524:1330,229.5
20200524:1430,338.95
20200524:1530,407.95
20200524:1630,604.45
20200524:1730,741.25
20200524:1830,787.75
20200524:1930,336.2
20200524:2030,304.7
20200524:2130,207.65
20200524:2230,45.45
20200524:2330,9.15
20200525:0030,13.35
20200525:0130,7.5
20200525:0230,0.0
20200525:0330,0.0
20200525:0430,0.0
20200525:0530,0.0
20200525:0630,0.0
20200525:0730,0.0
20200525:0830,0.0
20200525:0930,0.0
20200525:1030,0.0
20200525:1130,0.0
20200525:1230,104.05
20200525:1330,299.35
20200525:1430,508.4
20200525:1530,663.85
20200525:1630,763.0
20200525:1730,901.8
20200525:1830,923.06
20200525:1930,960.31
20200525:2030,930.6
20200525:2130,817.3
20200525:2230,636.75
20200525:2330,452.45
20200526:0030,260.55
20200526:0130,85.0
20200526:0230,0.0
20200526:0330,0.0
20200526:0430,0.0
20200526:0530,0.0
20200526:0630,0.0
20200526:0730,0.0
20200526:0830,0.0
20200526:0930,0.0
20200526:1030,0.0
20200526:1130,0.0
20200526:1230,107.4
20200526:1330,303.05
20200526:1430,510.95
20200526:1530,702.05
20200526:1630,858.15
20200526:1730,968.01
20200526:1830,1014.26
20200526:1930,1010.76
20200526:2030,915.1
20200526:2130,804.65
20200526:2230,657.15
20200526:2330,461.35
20200527:0030,254.55
20200527:0130,84.6
20200527:0230,0.0
20200527:0330,0.0
20200527:0430,0.0
20200527:0530,0.0
20200527:0630,0.0
20200527:0730,0.0
20200527:0830,0.0
20200527:0930,0.0
20200527:1030,0.0
20200527:1130,0.0
20200527:1230,87.8
20200527:1330,262.35
20200527:1430,489.3
20200527:1530,674.05
20200527:1630,760.85
20200527:1730,824.6
20200527:1830,854.5
20200527:1930,886.7
20200527:2030,845.8
20200527:2130,755.5
20200527:2230,635.0
20200527:2330,409.4
20200528:0030,149.2
20200528:0130,43.3
20200528:0230,0.0
20200528:0330,0.0
20200528:0430,0.0
20200528:0530,0.0
20200528:0630,0.0
20200528:0730,0.0
20200528:0830,0.0
20200528:0930,0.0
20200528:1030,0.0
20200528:1130,0.0
20200528:1230,102.65
20200528:1330,289.8
20200528:1430,490.9
20200528:1530,677.05
20200528:1630,808.65
20200528:1730,910.5
20200528:1830,807.8
20200528:1930,840.6
20200528:2030,644.2
20200528:2130,564.6
20200528:2230,373.5
20200528:2330,240.85
20200529:0030,154.85
20200529:0130,51.95
20200529:0230,0.0
20200529:0330,0.0
20200529:0430,0.0
20200529:0530,0.0
20200529:0630,0.0
20200529:0730,0.0
20200529:0830,0.0
20200529:0930,0.0
20200529:1030,0.0
20200529:1130,0.0
20200529:1230,104.75
20200529:1330,293.4
20200529:1430,495.4
20200529:1530,682.85
20200529:1630,837.4
20200529:1730,919.0
20200529:1830,967.21
20200529:1930,935.75
20200529:2030,820.35
20200529:2130,642.85
20200529:2230,543.4
20200529:2330,406.9
20200530:0030,252.2
20200530:0130,73.75
20200530:0230,0.0
20200530:0330,0.0
20200530:0430,0.0
20200530:0530,0.0
20200530:0630,0.0
20200530:0730,0.0
20200530:0830,0.0
20200530:0930,0.0
20200530:1030,0.0
20200530:1130,0.0
20200530:1230,105.1
20200530:1330,292.0
20200530:1430,492.65
20200530:1530,677.8
20200530:1630,811.6
20200530:1730,874.05
20200530:1830,558.35
20200530:1930,654.85
20200530:2030,762.65
20200530:2130,636.25
20200530:2230,401.0
20200530:2330,336.9
20200531:0030,171.2
20200531:0130,45.35
20200531:0230,0.0
20200531:0330,0.0
20200531:0430,0.0
20200531:0530,0.0
20200531:0630,0.0
20200531:0730,0.0
20200531:0830,0.0
20200531:0930,0.0
20200531:1030,0.0
20200531:1130,0.0
20200531:1230,69.4
20200531:1330,218.4
20200531:1430,426.65
20200531:1530,609.6
20200531:1630,802.1
20200531:1730,894.25
20200531:1830,950.6
20200531:1930,898.4
20200531:2030,683.65
20200531:2130,648.4
20200531:2230,394.9
20200531:2330,238.7
20200601:0030,134.65
20200601:0130,38.6
20200601:0230,0.0
20200601:0330,0.0
20200601:0430,0.0
20200601:0530,0.0
20200601:0630,0.0
20200601:0730,0.0
20200601:0830,0.0
20200601:0930,0.0
20200601:1030,0.0
20200601:1130,0.0
20200601:1230,93.35
20200601:1330,280.2
20200601:1430,460.7
20200601:1530,676.1
20200601:1630,822.7
20200601:1730,929.25
20200601:1830,961.65
20200601:1930,850.25
20200601:2030,703.25
20200601:2130,490.85
20200601:2230,483.35
20200601:2330,263.85
20200602:0030,133.4
20200602:0130,59.1
20200602:0230,0.0
20200602:0330,0.0
20200602:0430,0.0
20200602:0530,0.0
20200602:0630,0.0
20200602:0730,0.0
20200602:0830,0.0
20200602:0930,0.0
20200602:1030,0.0
20200602:1130,0.0
20200602:1230,94.05
20200602:1330,270.7
20200602:1430,463.05
20200602:1530,640.95
20200602:1630,731.85
20200602:1730,750.6
20200602:1830,808.2
20200602:1930,768.75
20200602:2030,698.85
20200602:2130,624.8
20200602:2230,661.45
20200602:2330,372.5
20200603:0030,211.05
20200603:0130,88.6
20200603:0230,0.0
20200603:0330,0.0
20200603:0430,0.0
20200603:0530,0.0
20200603:0630,0.0
20200603:0730,0.0
20200603:0830,0.0
20200603:0930,0.0
20200603:1030,0.0
20200603:1130,0.0
20200603:1230,93.9
20200603:1330,287.95
20200603:1430,500.05
20200603:1530,687.15
20200603:1630,841.75
20200603:1730,928.05
20200603:1830,969.55
20200603:1930,864.05
20200603:2030,780.85
20200603:2130,698.6
20200603:2230,599.25
20200603:2330,362.85
20200604:0030,190.5
20200604:0130,72.35
20200604:0230,0.0
20200604:0330,0.0
20200604:0430,0.0
20200604:0530,0.0
20200604:0630,0.0
20200604:0730,0.0
20200604:0830,0.0
20200604:0930,0.0
20200604:1030,0.0
20200604:1130,0.0
20200604:1230,108.8
20200604:1330,299.55
20200604:1430,504.4
20200604:1530,692.85
20200604:1630,802.7
20200604:1730,884.55
20200604:1830,912.6
20200604:1930,850.15
20200604:2030,844.8
20200604:2130,717.4
20200604:2230,486.15
20200604:2330,281.05
20200605:0030,191.35
20200605:0130,77.6
20200605:0230,0.0
20200605:0330,0.0
20200605:0430,0.0
20200605:0530,0.0
20200605:0630,0.0
20200605:0730,0.0
20200605:0830,0.0
20200605:0930,0.0
20200605:1030,0.0
20200605:1130,0.0
20200605:1230,112.4
20200605:1330,303.0
20200605:1430,506.25
20200605:1530,694.55
20200605:1630,847.55
20200605:1730,947.15
20200605:1830,965.05
20200605:1930,883.25
20200605:2030,764.85
20200605:2130,636.9
20200605:2230,570.6
20200605:2330,329.1
20200606:0030,189.0
20200606:0130,45.85
20200606:0230,0.0
20200606:0330,0.0
20200606:0430,0.0
20200606:0530,0.0
20200606:0630,0.0
20200606:0730,0.0
20200606:0830,0.0
20200606:0930,0.0
20200606:1030,0.0
20200606:1130,0.0
20200606:1230,72.45
20200606:1330,157.95
20200606:1430,218.85
20200606:1530,272.3
20200606:1630,324.05
20200606:1730,545.35
20200606:1830,548.35
20200606:1930,730.05
20200606:2030,718.8
20200606:2130,478.65
20200606:2230,179.1
20200606:2330,234.6
20200607:0030,168.15
20200607:0130,76.25
20200607:0230,0.0
20200607:0330,0.0
20200607:0430,0.0
20200607:0530,0.0
20200607:0630,0.0
20200607:0730,0.0
20200607:0830,0.0
